sample,tempo para fechamento,tempo merge,merge user seguidores,merge user tempo no GitHub,closed_count,open_count,merged_count,not_merged_count
aws-samples/aws-rds-snapshot-management,,,,,0.0,2.0,0.0,0.0
aws-samples/aws-redshift-spectrum-poc,0.0,0.0,372.0,482.0,1.0,0.0,1.0,1.0
aws-samples/aws-refarch-drupal,46.333333333333336,0.0,191.5,1317.0,3.0,0.0,2.0,2.0
aws-samples/aws-refarch-moodle,11.090909090909092,6.125,2.5,813.625,11.0,1.0,8.0,8.0
aws-samples/aws-refarch-shibboleth,3.625,3.625,0.0,2780.75,8.0,1.0,8.0,8.0
aws-samples/aws-refarch-wordpress,1.8888888888888888,2.125,15.25,1848.875,9.0,8.0,8.0,8.0
aws-samples/aws-reinvent-2019-trivia-game,1.7575,0.36141304347826086,95.72282608695652,1386.0625,400.0,0.0,368.0,368.0
aws-samples/aws-reinvent2020-arc210-well-architected-containers,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-rekognition-workshop-twitter-bot,,,,,0.0,2.0,0.0,0.0
aws-samples/aws-research-workshops,1.3333333333333333,2.0,1.0,753.5,3.0,0.0,2.0,2.0
aws-samples/aws-robomaker-sample-application-delivery-challenge,0.0,0.0,6.0,1392.3333333333333,6.0,0.0,6.0,6.0
aws-samples/aws-robomaker-sample-application-meirorunner,27.692307692307693,27.692307692307693,6.0,1253.2307692307693,13.0,2.0,13.0,13.0
aws-samples/aws-robomaker-sample-application-open-source-rover,17.4,21.5,34.0,2411.25,5.0,0.0,4.0,4.0
aws-samples/aws-robomaker-sample-application-pr2-hospital,0.0,0.0,34.0,2625.0,1.0,0.0,1.0,1.0
aws-samples/aws-robomaker-simulation-launcher,14.75,14.75,34.0,2714.5,4.0,0.0,4.0,4.0
aws-samples/aws-robomaker-worldforge-mapping-evaluation-sample-app,22.5,45.0,5.0,2574.0,2.0,0.0,1.0,1.0
aws-samples/aws-ruby-sample,0.0,0.0,67.0,535.0,1.0,2.0,1.0,1.0
aws-samples/aws-s3-artifact-manager-sample,64.0,,,,1.0,0.0,0.0,0.0
aws-samples/aws-s3-nosql-offloading-blog,186.0,186.0,0.0,1205.0,2.0,1.0,2.0,2.0
aws-samples/aws-s3-proxy-farm,0.0,0.0,15.0,3359.5,4.0,1.0,4.0,4.0
aws-samples/aws-saas-factory-billing-and-metering-reference-implementation,0.5,0.5,0.0,74.5,6.0,0.0,6.0,6.0
aws-samples/aws-saas-factory-bootcamp,204.9,4.0,0.0,1025.6666666666667,10.0,0.0,3.0,3.0
aws-samples/aws-saas-factory-dynamic-policy-generation,0.0,0.0,0.0,118.0,1.0,0.0,1.0,1.0
aws-samples/aws-saas-factory-eks-reference-architecture,0.896551724137931,1.05,1.9,141.8,29.0,0.0,20.0,20.0
aws-samples/aws-saas-factory-postgresql-rls,0.0,0.0,0.0,117.0,4.0,1.0,4.0,4.0
aws-samples/aws-saas-factory-ref-solution-metrics-analytics,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-saas-factory-serverless-workshop,2.2777777777777777,2.5625,0.0,265.6875,18.0,4.0,16.0,16.0
aws-samples/aws-safe-lambda-deployments,,,,,0.0,3.0,0.0,0.0
aws-samples/aws-sagemaker-build,2.25,2.0,29.0,1107.3333333333333,4.0,4.0,3.0,3.0
aws-samples/aws-sagemaker-ground-truth-recipe,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-sagemaker-heart-disease-prediction,0.0,0.0,0.0,1086.0,1.0,0.0,1.0,1.0
aws-samples/aws-sagemaker-pytorch-shop-by-style,0.0,,,,1.0,3.0,0.0,0.0
aws-samples/aws-sagemaker-segmentation-example,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-sam-github-actions-example,0.42857142857142855,0.75,5.75,2058.75,7.0,0.0,4.0,4.0
aws-samples/aws-sam-java-rest,41.9,21.75,0.5,1666.75,10.0,3.0,4.0,4.0
aws-samples/aws-sam-jenkins-pipeline-tutorial,0.0,0.0,7.0,3442.5,2.0,0.0,2.0,2.0
aws-samples/aws-sam-support-aws-cdk,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-saml-adfs-cmdlet-sample,11.5,0.0,2.0,955.0,2.0,1.0,1.0,1.0
aws-samples/aws-sar-lambda-publish-amazonmq,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-scalable-big-blue-button-example,4.647058823529412,4.9375,4.0,3099.375,17.0,0.0,16.0,16.0
aws-samples/aws-scaling-threat-detection-workshop,65.6,72.33333333333333,7.333333333333333,618.5555555555555,10.0,0.0,9.0,9.0
aws-samples/aws-scaling-threat-detection-workshop-jp,0.0,0.0,0.0,249.0,1.0,0.0,1.0,1.0
aws-samples/aws-sdk-js-notes-app,0.0,0.0,193.0,1913.6666666666667,18.0,0.0,18.0,18.0
aws-samples/aws-sdk-js-tests,5.405797101449275,1.9615384615384615,189.82692307692307,1768.2884615384614,69.0,0.0,52.0,52.0
aws-samples/aws-sdk-js-v3-workshop,9.68141592920354,2.4186046511627906,191.75968992248062,1570.15503875969,226.0,0.0,129.0,129.0
aws-samples/aws-sdk-unity-samples,38.888888888888886,35.166666666666664,93.0,1736.0,9.0,1.0,6.0,6.0
aws-samples/aws-secret-sidecar-injector,4.5,4.851851851851852,30.0,2372.777777777778,30.0,0.0,27.0,27.0
aws-samples/aws-secrets-manager-rotation-lambdas,54.388888888888886,13.181818181818182,3.8,1622.1,18.0,12.0,11.0,11.0
aws-samples/aws-secure-access-infrastructure-identity-workshop,49.8,49.8,1.0,423.0,5.0,1.0,5.0,5.0
aws-samples/aws-secure-environment-accelerator,1.389776357827476,0.9759450171821306,7.630584192439863,1525.5120274914088,626.0,3.0,582.0,582.0
aws-samples/aws-security-hub-analytic-pipeline,0.0,0.0,0.0,2214.0,1.0,0.0,1.0,1.0
aws-samples/aws-security-hub-response-and-remediation,,,,,0.0,2.0,0.0,0.0
aws-samples/aws-security-hub-scan-with-trivy,0.0,,,,1.0,1.0,0.0,0.0
aws-samples/aws-security-hub-summary-email,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-security-hub-workshop,8.666666666666666,8.666666666666666,5.0,2708.5,6.0,4.0,6.0,6.0
aws-samples/aws-security-odyssey,0.0,0.0,45.0,941.0,1.0,0.0,1.0,1.0
aws-samples/aws-security-reference-architecture-examples,0.0,0.0,1.0,232.57894736842104,19.0,0.0,19.0,19.0
aws-samples/aws-security-services-with-terraform,0.0,0.0,3.0,118.0,1.0,1.0,1.0,1.0
aws-samples/aws-security-workshops,2.4,2.4,8.8,1269.0,5.0,0.0,5.0,5.0
aws-samples/aws-securityhub-automated-remediations-workshop,0.0,0.0,27.0,4306.5,2.0,0.0,2.0,2.0
aws-samples/aws-securityhub-config-integration,114.5,114.5,0.0,1624.0,2.0,0.0,2.0,2.0
aws-samples/aws-securityhub-to-slack,0.3333333333333333,0.5,6.0,407.0,3.0,6.0,2.0,2.0
aws-samples/aws-sentiment-analysis-mxnet-gluon,72.0,72.0,12.0,1391.0,1.0,0.0,1.0,1.0
aws-samples/aws-serverless-airline-booking,12.333333333333334,7.904761904761905,161.77777777777777,2710.84126984127,75.0,3.0,63.0,63.0
aws-samples/aws-serverless-app-sam-cdk,0.3333333333333333,0.3333333333333333,10.0,2364.0,3.0,0.0,3.0,3.0
aws-samples/aws-serverless-app-with-aurora-and-python-sql-alchemy-example,0.0,0.0,11.0,3847.0,1.0,0.0,1.0,1.0
aws-samples/aws-serverless-application-catalog-workshop,1.6666666666666667,1.6666666666666667,31.0,1902.6666666666667,3.0,0.0,3.0,3.0
aws-samples/aws-serverless-appsync-app,2.5,2.5,20.0,445.0,2.0,0.0,2.0,2.0
aws-samples/aws-serverless-auth-workshop,33.666666666666664,5.666666666666667,1.0,166.66666666666666,6.0,4.0,3.0,3.0
aws-samples/aws-serverless-books-api-sample,5.0,,,,1.0,1.0,0.0,0.0
aws-samples/aws-serverless-cicd-workshop,1.6981132075471699,1.2272727272727273,35.0,2767.9545454545455,53.0,3.0,44.0,44.0
aws-samples/aws-serverless-config-rules-workshop,0.0,0.0,14.0,1278.0,1.0,0.0,1.0,1.0
aws-samples/aws-serverless-ecommerce-platform,0.5555555555555556,0.3333333333333333,60.0,1699.9770114942528,90.0,0.0,87.0,87.0
aws-samples/aws-serverless-face-recognition-sentiment-analysis-on-twitter,2.0,,,,1.0,0.0,0.0,0.0
aws-samples/aws-serverless-feedback-app,7.0,7.0,0.0,1184.0,1.0,0.0,1.0,1.0
aws-samples/aws-serverless-nextcloud,0.0,0.0,14.0,2746.0,1.0,0.0,1.0,1.0
aws-samples/aws-serverless-replay-cache,0.0,0.0,7.0,3372.0,1.0,0.0,1.0,1.0
aws-samples/aws-serverless-saas-layers,28.625,45.75,0.0,996.0,8.0,2.0,4.0,4.0
aws-samples/aws-serverless-samfarm,2.0,0.0,113.0,2714.0,3.0,3.0,1.0,1.0
aws-samples/aws-serverless-security-workshop,1.064516129032258,1.064516129032258,41.83870967741935,1494.1290322580646,31.0,3.0,31.0,31.0
aws-samples/aws-serverless-security-workshop-jp,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-serverless-shopping-cart,3.4074074074074074,3.8260869565217392,20.0,2282.782608695652,27.0,1.0,23.0,23.0
aws-samples/aws-serverless-sns-fanout,0.0,0.0,372.0,482.0,1.0,0.0,1.0,1.0
aws-samples/aws-serverless-subscription-service-node,13.333333333333334,13.333333333333334,7.0,2930.1666666666665,18.0,0.0,18.0,18.0
aws-samples/aws-serverless-telepresence-robot,9.5,9.5,50.0,3163.5,2.0,0.0,2.0,2.0
aws-samples/aws-serverless-using-aws-cdk,0.0,,,,1.0,1.0,0.0,0.0
aws-samples/aws-serverless-webapp-workshop,48.642857142857146,41.666666666666664,27.0,2110.4444444444443,14.0,1.0,9.0,9.0
aws-samples/aws-serverless-with-appdynamics,0.0,0.0,4.0,2124.0,2.0,0.0,2.0,2.0
aws-samples/aws-serverless-workshop-greater-china-region,6.096774193548387,6.321428571428571,12.0,3329.464285714286,31.0,1.0,28.0,28.0
aws-samples/aws-serverless-workshop-innovator-island,1.9259259259259258,1.7727272727272727,157.0,1340.1818181818182,27.0,0.0,22.0,22.0
aws-samples/aws-serverless-workshops,40.48888888888889,15.459259259259259,49.45925925925926,3033.3185185185184,180.0,18.0,135.0,135.0
aws-samples/aws-serverless-workshops-kr,19.444444444444443,25.0,2.0,290.0,9.0,2.0,7.0,7.0
aws-samples/aws-service-catalog-reference-architectures,5.341176470588235,2.3866666666666667,3.8933333333333335,376.94666666666666,85.0,0.0,75.0,75.0
aws-samples/aws-service-catalog-terraform-reference-architecture,55.0,0.0,4.0,582.0,6.0,2.0,2.0,2.0
aws-samples/aws-service-catalog-tools-workshop,2.1176470588235294,2.1875,14.9375,3071.2291666666665,51.0,0.0,48.0,48.0
aws-samples/aws-shadow-deployment,0.0,0.0,0.0,578.0,1.0,0.0,1.0,1.0
aws-samples/aws-sigv4-auth-cassandra-java-driver-examples,0.2,0.2,0.0,44.4,5.0,1.0,5.0,5.0
aws-samples/aws-smart-ad-breaks,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-sns-samples,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-soc-dashboard,0.0,0.0,1.0,1419.0,2.0,0.0,2.0,2.0
aws-samples/aws-sso-sync-script,0.0,0.0,0.0,128.33333333333334,3.0,0.0,3.0,3.0
aws-samples/aws-starter-react-for-github-actions,0.0,,,,1.0,0.0,0.0,0.0
aws-samples/aws-startup-blueprint,0.0,0.0,5.0,1051.6666666666667,3.0,0.0,3.0,3.0
aws-samples/aws-step-functions-ebs-snapshot-mgmt,0.0,0.0,214.0,3071.0,1.0,5.0,1.0,1.0
aws-samples/aws-step-functions-etl-pipeline-pattern,0.0,,,,1.0,0.0,0.0,0.0
aws-samples/aws-step-functions-long-lived-transactions,0.0,0.0,22.0,3272.0,2.0,0.0,2.0,2.0
aws-samples/aws-step-functions-plagiarism-demo-dotnetcore,6.482758620689655,6.482758620689655,22.0,3398.448275862069,29.0,0.0,29.0,29.0
aws-samples/aws-step-functions-rpa,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-step-functions-saga-pattern-with-sam,1.5,1.5,4.0,3002.0,2.0,0.0,2.0,2.0
aws-samples/aws-step-functions-twitch-series,12.666666666666666,18.5,27.0,1974.5,3.0,0.0,2.0,2.0
aws-samples/aws-step-functions-using-it-automation,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-stepfunctions-byoc-mlops-using-data-science-sdk,0.0,0.0,14.0,1017.6666666666666,3.0,0.0,3.0,3.0
aws-samples/aws-stepfunctions-examples,1.0,1.0,2.0,2329.0,1.0,0.0,1.0,1.0
aws-samples/aws-swb-cloud9-init,0.0,0.0,73.0,3910.0,1.0,0.0,1.0,1.0
aws-samples/aws-systems-manager-amazon-ebs-management,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-systems-manager-cloudformation-samples,10.0,10.0,18.75,2330.25,4.0,0.0,4.0,4.0
aws-samples/aws-systemsmanager-patchcompliance-to-securityhub,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-terraform-cross-account-kinesis-example,0.0,0.0,4.0,3223.0,1.0,0.0,1.0,1.0
aws-samples/aws-textract-comprehend-lex-chatbot,3.0,3.0,1.5,1308.5,2.0,0.0,2.0,2.0
aws-samples/aws-transcribe-captioning-tools,297.0,297.0,6.0,695.75,4.0,0.0,4.0,4.0
aws-samples/aws-transcribe-streaming-example-java,0.0,0.0,2.0,2330.5,2.0,0.0,2.0,2.0
aws-samples/aws-transit-gateway-egress-vpc-pattern,0.0,0.0,0.0,2803.0,1.0,0.0,1.0,1.0
aws-samples/aws-transit-gateway-sdwan-architectures-for-cisco,0.0,0.0,1.0,69.0,1.0,0.0,1.0,1.0
aws-samples/aws-visual-content-recommender,11.0,,,,2.0,1.0,0.0,0.0
aws-samples/aws-vpc-cidr-mgmt,0.0,0.0,26.0,2642.6,5.0,0.0,5.0,5.0
aws-samples/aws-vpc-traffic-mirroring-source-automation,8.0,8.0,1.0,270.0,1.0,2.0,1.0,1.0
aws-samples/aws-waf-classic-workshop,0.10526315789473684,0.10526315789473684,199.47368421052633,2168.2105263157896,19.0,0.0,19.0,19.0
aws-samples/aws-waf-dashboard,61.0,17.0,23.0,1958.0,2.0,0.0,1.0,1.0
aws-samples/aws-with,17.0,17.0,0.0,60.0,1.0,0.0,1.0,1.0
aws-samples/aws-workshop-for-kubernetes,7.088803088803089,2.2629310344827585,2221.7844827586205,2742.344827586207,259.0,21.0,232.0,232.0
aws-samples/aws-workshop-for-win-dotnet-mssql,0.14285714285714285,0.14285714285714285,3.0714285714285716,828.7857142857143,28.0,0.0,28.0,28.0
aws-samples/aws-xray-cloudwatch-event,,,,,0.0,1.0,0.0,0.0
aws-samples/aws-xray-dotnet-webapp,31.0,31.0,7.0,632.3333333333334,6.0,4.0,6.0,6.0
aws-samples/aws-xray-kubernetes,7.0,7.666666666666667,83.0,3575.1666666666665,7.0,0.0,6.0,6.0
aws-samples/aws-xray-kubernetes-serverless,0.16666666666666666,0.16666666666666666,3442.0,3289.5,6.0,1.0,6.0,6.0
aws-samples/aws-xray-sdk-node-sample,,,,,0.0,1.0,0.0,0.0
aws-samples/aws2tf,7.0,7.0,3.0,465.0,1.0,0.0,1.0,1.0
aws-samples/awscli-reinvent-examples,3.4,3.4,295.2,1635.6,5.0,0.0,5.0,5.0
aws-samples/bank-transfer-blockchain-reinvent2019-workshop,9.0625,9.0625,11.0,2136.625,16.0,2.0,16.0,16.0
aws-samples/baseline-environment-on-aws,0.0,0.0,1.0,1272.0,1.0,0.0,1.0,1.0
aws-samples/bioimage-search,1.5,1.5,0.0,530.8333333333334,6.0,0.0,6.0,6.0
aws-samples/bring-your-own-data-labs,7.388888888888889,1.8125,1.0,2155.0,18.0,1.0,16.0,16.0
aws-samples/build-and-deploy-docker-images-to-aws-using-ec2-image-builder,0.0,0.0,3.0,1588.3333333333333,3.0,0.0,3.0,3.0
aws-samples/build-dynamodb-integration-with-kinesis,,,,,0.0,1.0,0.0,0.0
aws-samples/building-bots-on-aws,0.0,0.0,58.0,2885.5,2.0,1.0,2.0,2.0
aws-samples/building-java-apps-using-code-pipeline,10.0,19.0,3.0,1859.0,3.0,0.0,1.0,1.0
aws-samples/busy-engineers-document-bucket,2.5223880597014925,2.022727272727273,10.43939393939394,1876.7045454545455,134.0,0.0,132.0,132.0
aws-samples/busy-engineers-encryption-sdk,1.9875,2.0211864406779663,24.127118644067796,798.3262711864406,240.0,0.0,236.0,236.0
aws-samples/cdk-assume-role-credential-plugin,7.230769230769231,4.434782608695652,9.0,833.8260869565217,26.0,1.0,23.0,23.0
aws-samples/cdk-bootstrapless-synthesizer,3.575,,,,40.0,5.0,0.0,0.0
aws-samples/cdk-build-bundle-deploy-example,,,,,0.0,1.0,0.0,0.0
aws-samples/cdk-cognito-idp,5.142857142857143,5.538461538461538,102.92307692307692,3185.923076923077,14.0,1.0,13.0,13.0
aws-samples/cdk-deployment-of-locust,50.0,50.0,6.0,3212.0,1.0,0.0,1.0,1.0
aws-samples/cdk-eks-fargate,2.3333333333333335,0.0,2.5,2622.5,3.0,0.0,2.0,2.0
aws-samples/cdk-keycloak,0.1391304347826087,0.12844036697247707,84.54128440366972,1504.8899082568807,115.0,1.0,109.0,109.0
aws-samples/cdk-lambda-packaging-java,0.3333333333333333,0.044444444444444446,1.0,2491.6666666666665,48.0,0.0,45.0,45.0
aws-samples/cdk-pipelines-demo,3.0,,,,2.0,2.0,0.0,0.0
aws-samples/cdk-sagemaker-notebook-workflow,21.5,,,,2.0,0.0,0.0,0.0
aws-samples/cdk-serverless-lamp,0.38153846153846155,0.09811320754716982,73.20754716981132,1365.0075471698112,325.0,0.0,265.0,265.0
aws-samples/cdk-serverless-wordpress,24.0,,,,4.0,1.0,0.0,0.0
aws-samples/cfn-nodegroup-for-multus-cni,0.0,,,,1.0,0.0,0.0,0.0
aws-samples/cfn101-workshop,1.2989690721649485,1.1149425287356323,14.758620689655173,586.9770114942529,97.0,0.0,87.0,87.0
aws-samples/chalice-workshop,65.85714285714286,23.533333333333335,238.03333333333333,2155.6666666666665,35.0,0.0,30.0,30.0
aws-samples/chime-sipmediaapplication-samples,12.5,12.5,0.0,531.0,2.0,0.0,2.0,2.0
aws-samples/chime-voiceconnector-agent-assist,2.6875,3.0,0.0,240.6153846153846,16.0,1.0,13.0,13.0
aws-samples/ci-4-terraform-aws-developer-tools-terratest,0.0,0.0,0.0,2770.0,1.0,1.0,1.0,1.0
aws-samples/cicd-for-networking-resources,0.0,,,,1.0,0.0,0.0,0.0
aws-samples/clickstream-consumer-for-apache-kafka,89.0,89.0,1.0,589.0,1.0,0.0,1.0,1.0
aws-samples/clickstream-producer-for-apache-kafka,78.0,78.0,1.0,589.0,1.0,0.0,1.0,1.0
aws-samples/cloud-builders-day-elastic-beanstalk-workshop,,,,,0.0,6.0,0.0,0.0
aws-samples/cloud-experiments,51.0,51.0,101.0,2400.0,1.0,0.0,1.0,1.0
aws-samples/cloudformation-shared-vpc-model,0.0,0.0,0.0,1515.0,1.0,0.0,1.0,1.0
aws-samples/cloudformation-studio-domain,2.0,2.0,4.0,2037.0,1.0,0.0,1.0,1.0
aws-samples/cloudfront-authorization-at-edge,13.74074074074074,2.593220338983051,5.0,2353.5423728813557,81.0,2.0,59.0,59.0
aws-samples/cloudfront-secure-media,,,,,0.0,1.0,0.0,0.0
aws-samples/cloudmosaic-dotnet,,,,,0.0,1.0,0.0,0.0
aws-samples/cloudwatch-agent-demo-custom-metrics,0.0,0.0,2.0,1049.0,2.0,0.0,2.0,2.0
aws-samples/cloudwatch-dashboards-cloudformation-sample,,,,,0.0,1.0,0.0,0.0
aws-samples/clustered-storage-gfs2,,,,,0.0,1.0,0.0,0.0
aws-samples/codebuild-images,,,,,0.0,1.0,0.0,0.0
aws-samples/codepipeline-nested-cfn,315.6666666666667,315.6666666666667,214.0,3061.3333333333335,3.0,2.0,3.0,3.0
aws-samples/color-service-client-dotnet-core-sample,0.0,0.0,11.0,3554.0,1.0,0.0,1.0,1.0
aws-samples/con317-reinvent19,0.0,0.0,67.0,1405.0,2.0,0.0,2.0,2.0
aws-samples/connected-drink-dispenser-workshop,6.766666666666667,8.96875,8.0,3029.625,60.0,5.0,32.0,32.0
aws-samples/connected-vehicle-lab,,,,,0.0,3.0,0.0,0.0
aws-samples/contact-form-processing-with-synchronous-express-workflows,3.857142857142857,3.857142857142857,83.57142857142857,2885.714285714286,7.0,0.0,7.0,7.0
aws-samples/container-web-scraper-example,2.0,2.0,49.0,3492.0,1.0,0.0,1.0,1.0
aws-samples/containerized-game-servers,2.5348837209302326,2.658536585365854,25.097560975609756,1936.0243902439024,43.0,5.0,41.0,41.0
aws-samples/controltower-cloudendure-simulated-environment,0.25,0.5,0.0,201.0,4.0,0.0,2.0,2.0
aws-samples/cookiecutter-aws-sam-dotnet,,,,,0.0,1.0,0.0,0.0
aws-samples/cookiecutter-aws-sam-pipeline,37.3,6.666666666666667,100.88888888888889,3128.4444444444443,10.0,2.0,9.0,9.0
aws-samples/cookiecutter-aws-sam-powertools-java,3.2650602409638556,2.86,0.02,2641.306666666667,166.0,5.0,150.0,150.0
aws-samples/cookiecutter-aws-sam-python,52.36842105263158,24.4375,164.0,2217.9375,19.0,0.0,16.0,16.0
aws-samples/copy-encrypted-ami,12.777777777777779,12.777777777777779,0.0,497.3333333333333,9.0,0.0,9.0,9.0
aws-samples/create-react-app-auth-amplify,24.47761194029851,6.304347826086956,6.608695652173913,2679.913043478261,67.0,20.0,23.0,23.0
aws-samples/create-thumbnails-lambda,137.0,137.0,9.0,2841.0,1.0,0.0,1.0,1.0
aws-samples/csv-to-dynamodb,,,,,0.0,2.0,0.0,0.0
aws-samples/d-SNE,0.0,0.0,9.0,2462.5,2.0,1.0,2.0,2.0
aws-samples/data-classification-pipeline,0.0,0.0,7.0,3726.6666666666665,3.0,0.0,3.0,3.0
aws-samples/data-engineering-for-aws-immersion-day,14.857142857142858,17.0,1.0,371.5,14.0,0.0,12.0,12.0
aws-samples/data-lake-as-code,5.714285714285714,6.666666666666667,5.0,893.3333333333334,7.0,4.0,6.0,6.0
aws-samples/data-protection,,,,,0.0,4.0,0.0,0.0
aws-samples/dataops-platform-airflow-dbt,0.18181818181818182,0.18181818181818182,12.363636363636363,2790.4545454545455,11.0,0.0,11.0,11.0
aws-samples/deep-learning-models,0.9117647058823529,0.65625,19.8125,2498.875,34.0,0.0,32.0,32.0
aws-samples/deep-learning-web-app,0.0,0.0,1.2857142857142858,1585.5,20.0,2.0,14.0,14.0
aws-samples/delivery-driver-app-demo,19.0,0.75,1.25,298.5,9.0,4.0,4.0,4.0
aws-samples/deploy-apache-mxnet-on-aws-lambda,0.0,0.0,5.0,1791.0,1.0,0.0,1.0,1.0
aws-samples/deploy-cis-level-1-hardened-ami-with-ec2-image-builder-pipeline,4.333333333333333,4.333333333333333,2.0,1054.0,3.0,0.0,3.0,3.0
aws-samples/deploy-python-flask-microservices-to-aws-using-open-source-tools,0.0,0.0,0.0,325.0,1.0,0.0,1.0,1.0
aws-samples/deploying-unreal-engine-pixel-streaming-server-on-ec2,0.0,0.0,0.0,190.0,2.0,0.0,1.0,1.0
aws-samples/designing-cloud-native-microservices-on-aws,0.0,0.0,96.0,2739.6666666666665,10.0,0.0,9.0,9.0
aws-samples/digital-user-engagement-reference-architectures,1.3333333333333333,0.75,9.0,2982.75,6.0,0.0,4.0,4.0
aws-samples/disaster-recovery-workshop,,,,,0.0,1.0,0.0,0.0
aws-samples/distributed-load-testing-using-aws-fargate,98.2,1.6666666666666667,35.0,2885.0,5.0,0.0,3.0,3.0
aws-samples/dms-cloudformation-templates-generator,0.0,0.0,1.0,375.375,8.0,0.0,8.0,8.0
aws-samples/document-processing-pipeline-for-regulated-industries,0.0,0.0,2.0,2176.4,5.0,0.0,5.0,5.0
aws-samples/documentdb-sagemaker-example,0.0,0.0,4.0,1999.6,5.0,0.0,5.0,5.0
aws-samples/dotnet-modernization-music-store,1.6666666666666667,1.6666666666666667,0.0,336.8333333333333,6.0,0.0,6.0,6.0
aws-samples/dotnet-share-auth-cookie-between-monolith-and-modernized-apps,0.0,0.0,1.0,1646.0,1.0,0.0,1.0,1.0
aws-samples/dynamically-adjust-aws-xray-sampling-rules,4.0,4.0,9.0,1082.0,1.0,0.0,1.0,1.0
aws-samples/dynamodb-consumed-capacity-check-tool,0.0,0.0,37.0,4074.8,10.0,0.0,10.0,10.0
aws-samples/dynamodb-history-storer,0.3,0.2222222222222222,2.0,2469.777777777778,10.0,1.0,9.0,9.0
aws-samples/dynamodb-restore-continuous-backup,398.0,398.0,214.0,3093.0,1.0,0.0,1.0,1.0
aws-samples/eb-custom-platforms-samples,55.4,69.5,25.5,322.5,5.0,1.0,2.0,2.0
aws-samples/eb-demo-php-simple-app,0.0,,,,1.0,3.0,0.0,0.0
aws-samples/eb-docker-multiple-ports,139.0,139.0,0.0,183.0,1.0,0.0,1.0,1.0
aws-samples/eb-java-scorekeep,0.2857142857142857,0.2857142857142857,62.714285714285715,884.0,7.0,2.0,7.0,7.0
aws-samples/eb-locustio-sample,0.5,0.5,11.0,1208.5,2.0,1.0,2.0,2.0
aws-samples/eb-node-express,139.0,139.0,0.0,183.0,1.0,0.0,1.0,1.0
aws-samples/eb-node-express-sample,182.71428571428572,105.75,42.0,1631.0,7.0,2.0,4.0,4.0
aws-samples/eb-node-express-signup,71.0,71.0,0.0,183.0,2.0,1.0,2.0,2.0
aws-samples/eb-php-drupal,10.0,10.0,73.0,1158.0,1.0,2.0,1.0,1.0
aws-samples/eb-php-wordpress,26.0,24.333333333333332,73.0,1125.6666666666667,4.0,0.0,3.0,3.0
aws-samples/eb-py-flask-signup,27.1,45.166666666666664,6.333333333333333,733.0,10.0,1.0,6.0,6.0
aws-samples/eb-py-flask-signup-worker,200.66666666666666,200.66666666666666,4.333333333333333,1521.3333333333333,3.0,0.0,3.0,3.0
aws-samples/eb-python-flask,4.0,4.0,11.0,701.0,1.0,0.0,1.0,1.0
aws-samples/eb-wif-sample,3.0,3.0,11.0,1085.0,1.0,0.0,1.0,1.0
aws-samples/ec2-auto-scaling-instance-refresh-sample,0.0,0.0,12.0,3077.0,1.0,1.0,1.0,1.0
aws-samples/ec2-data-science-vim-tmux-zsh,0.0,0.0,10.25,2740.0,4.0,0.0,4.0,4.0
aws-samples/ec2-spot-for-folding-at-home,0.0,0.0,6.0,1589.0,2.0,0.0,2.0,2.0
aws-samples/ec2-spot-interruption-dashboard,0.0,0.0,12.0,3159.0,2.0,0.0,2.0,2.0
aws-samples/ecs-apigateway-sample,13.166666666666666,18.25,4.0,3180.0,12.0,0.0,8.0,8.0
aws-samples/ecs-blue-green-deployment,2.5,1.6666666666666667,7.333333333333333,449.6666666666667,4.0,2.0,3.0,3.0
aws-samples/ecs-canary-blue-green-deployment,106.66666666666667,157.5,13.0,2524.5,3.0,0.0,2.0,2.0
aws-samples/ecs-cid-sample,380.1666666666667,81.0,7.0,659.0,6.0,5.0,2.0,2.0
aws-samples/ecs-deep-learning-workshop,46.5,1.0,58.0,2183.0,2.0,0.0,1.0,1.0
aws-samples/ecs-demo-php-simple-app,20.846153846153847,0.0,751.0,2634.5,26.0,15.0,2.0,2.0
aws-samples/ecs-mesh-workshop,0.0,0.0,18.0,236.375,8.0,0.0,8.0,8.0
aws-samples/ecs-refarch-batch-processing,35.0,,,,2.0,3.0,0.0,0.0
aws-samples/ecs-refarch-cloudformation,45.07692307692308,40.58620689655172,152.0,1714.344827586207,52.0,5.0,29.0,29.0
aws-samples/ecs-refarch-cloudformation-windows,0.0,,,,1.0,0.0,0.0,0.0
